Database,Table,Col #,Column,Data Type,Nullable,Key,Default,Extra,Charset,Collation,Comment
budget,rates_default,10,grading_hours_per_staff_per_week,float,YES,,,,,,
budget,rates_default,11,n_students_per_proctor,tinyint,YES,,,,,,
budget,rates_default,12,n_in_class_exams_per_term,tinyint(1),YES,,,,,,
budget,rates_default,13,n_hours_final_exam_duration,float,YES,,,,,,
budget,rates_default,14,editor,varchar(8),YES,,,,latin1,latin1_swedish_ci,
budget,rates_default,15,dt,datetime,YES,,,,,,
budget,rates_default,16,ts,timestamp,YES,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
budget,requests,1,id,int,NO,PRI,,auto_increment,,,
budget,requests,2,courseid,varchar(6),NO,MUL,,,latin1,latin1_swedish_ci,
budget,requests,3,termsourcekey,varchar(4),YES,,,,latin1,latin1_swedish_ci,
budget,requests,4,associateclass,smallint,NO,,0,,,,
budget,requests,5,cta_requested_hours,"decimal(10,2)",NO,,0.00,,,,
budget,requests,6,comment,text,YES,,,,latin1,latin1_swedish_ci,
budget,requests,7,editor,varchar(8),YES,,,,latin1,latin1_swedish_ci,
budget,requests,8,dt,datetime,YES,,,,,,
budget,requests,9,ts,timestamp,YES,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
budget,rosters,1,id,int,NO,PRI,,auto_increment,,,
budget,rosters,2,courseid,varchar(6),NO,MUL,,,latin1,latin1_swedish_ci,
budget,rosters,3,termsourcekey,varchar(4),YES,,,,latin1,latin1_swedish_ci,
budget,rosters,4,associateclass,smallint,NO,,0,,,,
budget,rosters,5,userid,varchar(8),YES,,,,latin1,latin1_swedish_ci,
budget,rosters,6,ctau_allocated_hours,"decimal(10,2)",NO,,0.00,,,,
budget,rosters,7,appt_type,varchar(3),YES,,,,latin1,latin1_swedish_ci,
budget,rosters,8,deleted,tinyint(1),YES,,0,,,,
budget,rosters,9,notes,blob,YES,,,,,,
budget,rosters,10,editor,varchar(8),YES,,,,latin1,latin1_swedish_ci,
budget,rosters,11,dt,datetime,YES,,,,,,
budget,rosters,12,ts,timestamp,YES,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
budget,worksheets,1,id,int,NO,PRI,,auto_increment,,,
budget,worksheets,2,courseid,varchar(6),NO,MUL,,,latin1,latin1_swedish_ci,
budget,worksheets,3,termsourcekey,varchar(4),NO,,,,latin1,latin1_swedish_ci,
budget,worksheets,4,associateclass,smallint,NO,,0,,,,
budget,worksheets,5,n_estimated_staff,tinyint,NO,,0,,,,
budget,worksheets,6,meeting_hours_per_staff_per_week,float,NO,,0,,,,
budget,worksheets,7,n_supervision_staff,tinyint,NO,,0,,,,
budget,worksheets,8,supervision_hours_per_staff_per_week,float,NO,,0,,,,
budget,worksheets,9,n_content_developers,tinyint,NO,,0,,,,
budget,worksheets,10,content_hours_per_staff_per_week,float,NO,,0,,,,
budget,worksheets,11,office_hours_per_25_students_per_week,float,NO,,0,,,,
budget,worksheets,12,piazza_hours_per_25_students_per_week,float,NO,,0,,,,
budget,worksheets,13,n_staff_per_lab,tinyint,NO,,0,,,,
budget,worksheets,14,n_staff_per_rec,tinyint,NO,,0,,,,
budget,worksheets,15,n_homeworks,tinyint,NO,,0,,,,
budget,worksheets,16,grading_minutes_per_homework,tinyint,NO,,0,,,,
budget,worksheets,17,n_projects,tinyint,NO,,0,,,,
budget,worksheets,18,grading_minutes_per_project,tinyint,NO,,0,,,,
budget,worksheets,19,n_midterms,tinyint,NO,,0,,,,
budget,worksheets,20,grading_minutes_per_midterm,tinyint,NO,,0,,,,
budget,worksheets,21,grading_minutes_per_final,tinyint,NO,,0,,,,
budget,worksheets,22,n_midterms_need_proctor,tinyint,NO,,0,,,,
budget,worksheets,23,hours_per_midterm,float,NO,,0,,,,
budget,worksheets,24,n_proctors_per_midterm,tinyint,NO,,0,,,,
budget,worksheets,25,hours_per_final,float,NO,,0,,,,
budget,worksheets,26,n_proctors_per_final,tinyint,NO,,0,,,,
budget,worksheets,27,editor,varchar(8),YES,,,,latin1,latin1_swedish_ci,
budget,worksheets,28,dt,datetime,YES,,,,,,
budget,worksheets,29,ts,timestamp,YES,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
committees,committees,1,id,int,NO,PRI,,auto_increment,,,
committees,committees,2,ub_ent_abbr,varchar(3),YES,,,,utf8,utf8_general_ci,
committees,committees,3,name,varchar(255),YES,UNI,,,latin1,latin1_swedish_ci,
committees,committees,4,description,varchar(1024),YES,,,,utf8,utf8_general_ci,
committees,committees,5,email_alias,varchar(45),YES,,,,utf8,utf8_general_ci,
committees,committees,6,cloud_storage,varchar(60),YES,,,,utf8,utf8_general_ci,
committees,committees,7,cms_display,tinyint(1),YES,,1,,,,
committees,committees,8,editor,varchar(8),YES,,,,utf8,utf8_general_ci,
committees,committees,9,dt,datetime,YES,,,,,,
committees,committees,10,ts,timestamp,NO,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
committees,members,1,id,int,NO,PRI,,auto_increment,,,
committees,members,2,committee_id,int,YES,MUL,,,,,
committees,members,3,userid,varchar(8),YES,,,,utf8,utf8_general_ci,
committees,members,4,role,varchar(16),YES,,,,utf8,utf8_general_ci,
committees,members,5,editor,varchar(8),YES,,,,utf8,utf8_general_ci,
committees,members,6,dt,datetime,YES,,,,,,
committees,members,7,ts,timestamp,NO,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
courses,assistants_eligible,1,id,int,NO,PRI,,auto_increment,,,
courses,assistants_eligible,2,courseid,varchar(6),YES,UNI,,,latin1,latin1_swedish_ci,
courses,assistants_eligible,3,gta,tinyint(1),YES,,0,,,,
courses,assistants_eligible,4,usa,tinyint(1),YES,,0,,,,
courses,assistants_eligible,5,editor,varchar(8),YES,,,,latin1,latin1_swedish_ci,
courses,assistants_eligible,6,dt,datetime,YES,,,,,,
courses,assistants_eligible,7,ts,timestamp,YES,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
courses,crs_deprecated,1,courseid,varchar(6),NO,PRI,,,latin1,latin1_swedish_ci,
courses,crs_deprecated,2,ub_ent_abbr,char(3),NO,,,,latin1,latin1_swedish_ci,
courses,crs_deprecated,3,course_number,char(3),NO,,,,latin1,latin1_swedish_ci,
courses,crs_deprecated,4,crs_title_name,varchar(50),NO,,,,latin1,latin1_swedish_ci,
courses,crs_deprecated,5,coursetitlelong,varchar(100),YES,,,,latin1,latin1_swedish_ci,
courses,crs_deprecated,6,descriptionlong,varchar(4000),YES,,,,latin1,latin1_swedish_ci,
courses,crs_deprecated,7,rqrmnt_group_long_description,varchar(254),YES,,,,latin1,latin1_swedish_ci,
courses,crs_deprecated,8,coursecareersourcekey,varchar(4),YES,,,,latin1,latin1_swedish_ci,
courses,crs_deprecated,9,hours_minimum,int,NO,,,,,,
courses,crs_deprecated,10,hours_maximum,int,NO,,,,,,
courses,crs_deprecated,11,effectivestatus,varchar(1),YES,,,,latin1,latin1_swedish_ci,
courses,crs_deprecated,12,effectivedate,date,YES,,,,,,
courses,crs_deprecated,13,dt,datetime,YES,,,,,,
courses,crs_local,1,id,int,NO,PRI,,auto_increment,,,
courses,crs_local,2,courseid,varchar(6),NO,UNI,,,latin1,latin1_swedish_ci,
courses,crs_local,3,local_title,varchar(100),YES,,,,latin1,latin1_swedish_ci,
courses,crs_local,4,topic,varchar(500),YES,,,,latin1,latin1_swedish_ci,
courses,crs_local,5,description,blob,YES,,,,,,
courses,crs_local,6,rqrmnt_group_long_description,varchar(2048),YES,,,,latin1,latin1_swedish_ci,
courses,crs_local,7,prereq_text,varchar(1024),YES,,,,latin1,latin1_swedish_ci,
courses,crs_local,8,coreq_text,varchar(500),YES,,,,latin1,latin1_swedish_ci,
courses,crs_local,9,url,varchar(256),YES,,,,latin1,latin1_swedish_ci,
courses,crs_local,10,editor,varchar(8),NO,,,,latin1,latin1_swedish_ci,
courses,crs_local,11,dt,datetime,YES,,,,,,
courses,crs_local,12,ts,timestamp,YES,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
courses,divisions,1,division,int,NO,PRI,,,,,
courses,divisions,2,division_translation,varchar(4),NO,,,,latin1,latin1_swedish_ci,
courses,focus_area_courses,1,id,int,NO,PRI,,auto_increment,,,
courses,focus_area_courses,2,courseid,varchar(6),NO,MUL,,,latin1,latin1_swedish_ci,
courses,focus_area_courses,3,classnumber,varchar(5),NO,,,,latin1,latin1_swedish_ci,
courses,focus_area_courses,4,termsourcekey,varchar(4),NO,,,,latin1,latin1_swedish_ci,
courses,focus_area_courses,5,majorsourcekey,varchar(9),YES,,,,latin1,latin1_swedish_ci,
courses,focus_area_courses,6,requirement,varchar(7),YES,,,,latin1,latin1_swedish_ci,
courses,focus_area_courses,7,focus_area,varchar(4),YES,,,,latin1,latin1_swedish_ci,
courses,focus_area_courses,8,fulfillment,tinyint(1),YES,,0,,,,
courses,focus_area_courses,9,editor,varchar(8),NO,,,,latin1,latin1_swedish_ci,
courses,focus_area_courses,10,dt,datetime,YES,,,,,,
courses,focus_area_courses,11,ts,timestamp,NO,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
courses,focus_areas,1,id,int,NO,PRI,,auto_increment,,,
courses,focus_areas,2,abbr,varchar(4),YES,,,,latin1,latin1_swedish_ci,
courses,focus_areas,3,name,varchar(50),YES,,,,latin1,latin1_swedish_ci,
courses,focus_areas,4,editor,varchar(8),YES,,,,latin1,latin1_swedish_ci,
courses,focus_areas,5,dt,datetime,YES,,,,,,
courses,focus_areas,6,ts,timestamp,YES,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
courses,inst,1,courseid,varchar(6),NO,PRI,,,latin1,latin1_swedish_ci,
courses,inst,2,section_id,char(3),NO,,,,latin1,latin1_swedish_ci,
courses,inst,3,sessionsourcekey,varchar(3),YES,,,,latin1,latin1_swedish_ci,
courses,inst,4,instructor,char(8),YES,,,,latin1,latin1_swedish_ci,
courses,inst,5,classnumber,varchar(5),NO,PRI,,,latin1,latin1_swedish_ci,
courses,inst,6,course_type,char(3),NO,,,,latin1,latin1_swedish_ci,
courses,inst,7,division_deprecated,varchar(4),YES,,,,latin1,latin1_swedish_ci,
courses,inst,8,enrollment,int,YES,,,,,,
courses,inst,9,force_capacity,int,YES,,,,,,
courses,inst,10,section_status,char(2),YES,,,,latin1,latin1_swedish_ci,
courses,inst,11,semester,varchar(6),NO,,,,latin1,latin1_swedish_ci,
courses,inst,12,termsourcekey,char(4),NO,PRI,,,latin1,latin1_swedish_ci,
courses,inst,13,days_offered,char(6),NO,,,,latin1,latin1_swedish_ci,
courses,inst,14,hours_minimum,int,NO,,,,,,
courses,inst,15,hours_maximum,int,NO,,,,,,
courses,inst,16,building_abbr,varchar(6),YES,,,,latin1,latin1_swedish_ci,
courses,inst,17,room,varchar(20),YES,,,,latin1,latin1_swedish_ci,
courses,inst,18,begin_date,date,YES,,,,,,
courses,inst,19,end_date,date,YES,,,,,,
courses,inst,20,begin_time,char(4),NO,,,,latin1,latin1_swedish_ci,
courses,inst,21,end_time,char(4),NO,,,,latin1,latin1_swedish_ci,
courses,inst,22,dt,datetime,YES,,,,,,
courses,inst_local,1,id,int,NO,PRI,,auto_increment,,,
courses,inst_local,2,courseid,varchar(6),NO,MUL,,,latin1,latin1_swedish_ci,
courses,inst_local,3,classnumber,varchar(5),NO,,,,latin1,latin1_swedish_ci,
courses,inst_local,4,termsourcekey,varchar(4),NO,,,,latin1,latin1_swedish_ci,
courses,inst_local,5,instructor2,varchar(8),YES,,,,latin1,latin1_swedish_ci,
courses,inst_local,6,topic,varchar(128),YES,,,,latin1,latin1_swedish_ci,
courses,inst_local,7,description,blob,YES,,,,,,
courses,inst_local,8,rqrmnt_group_long_description,varchar(1024),YES,,,,latin1,latin1_swedish_ci,
courses,inst_local,9,notes,varchar(512),YES,,,,latin1,latin1_swedish_ci,
courses,inst_local,10,prereq_text,varchar(512),YES,,,,latin1,latin1_swedish_ci,
courses,inst_local,11,coreq_text,varchar(512),YES,,,,latin1,latin1_swedish_ci,
courses,inst_local,12,url,varchar(128),YES,,,,latin1,latin1_swedish_ci,
courses,inst_local,13,editor,varchar(8),NO,,,,latin1,latin1_swedish_ci,
courses,inst_local,14,dt,datetime,NO,,,,,,
courses,inst_local,15,ts,timestamp,NO,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
courses,rqrmnt_groups,1,rqrmnt_group,varchar(6),NO,PRI,,,latin1,latin1_swedish_ci,
courses,rqrmnt_groups,2,rqrmnt_group_descr,varchar(30),YES,,,,latin1,latin1_swedish_ci,
courses,rqrmnt_groups,3,rqrmnt_group_long_descr,varchar(254),YES,,,,latin1,latin1_swedish_ci,
courses,rqrmnt_groups,4,dt,datetime,YES,,,,,,
courses,section_sts,1,se,varchar(2),NO,PRI,,,latin1,latin1_swedish_ci,
courses,section_sts,2,sect_sts_desc,varchar(40),NO,,,,latin1,latin1_swedish_ci,
courses,transferred_courses,1,id,int,NO,PRI,,auto_increment,,,
courses,transferred_courses,2,userid,varchar(8),YES,MUL,,,latin1,latin1_swedish_ci,
courses,transferred_courses,3,courseid,varchar(6),NO,,,,latin1,latin1_swedish_ci,
courses,transferred_courses,4,creditsearned,"float(5,2)",YES,,,,,,
courses,transferred_courses,5,gradesourcekey,varchar(3),YES,,,,latin1,latin1_swedish_ci,
courses,transferred_courses,6,remote_institution,varchar(100),YES,,,,latin1,latin1_swedish_ci,
courses,transferred_courses,7,remote_subject,varchar(6),YES,,,,latin1,latin1_swedish_ci,
courses,transferred_courses,8,remote_course_number,varchar(3),YES,,,,latin1,latin1_swedish_ci,
courses,transferred_courses,9,remote_title,varchar(100),YES,,,,latin1,latin1_swedish_ci,
courses,transferred_courses,10,editor,varchar(8),YES,,,,latin1,latin1_swedish_ci,
courses,transferred_courses,11,dt,datetime,YES,,,,,,
courses,transferred_courses,12,ts,timestamp,NO,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
dce,person_number,1,person_number,varchar(8),NO,PRI,,,latin1,latin1_swedish_ci,
dce,person_number,2,principal,varchar(8),NO,PRI,,,latin1,latin1_swedish_ci,
dce,person_number,3,status,char(1),YES,,,,latin1,latin1_swedish_ci,
dce,person_number,4,unix_uid,int,YES,,,,,,
dce,person_number,5,dt,datetime,YES,,,,,,
ent,ub_entity,1,ub_ent_number,varchar(4),NO,PRI,,,latin1,latin1_swedish_ci,
ent,ub_entity,2,ub_ent_abbr,varchar(3),YES,,,,latin1,latin1_swedish_ci,
ent,ub_entity,3,ub_ent_name,varchar(50),YES,,,,latin1,latin1_swedish_ci,
ent,ub_entity,4,ub_ent_status,varchar(1),NO,,,,latin1,latin1_swedish_ci,
ent,ub_entity,5,hier_level_1,varchar(2),YES,,,,latin1,latin1_swedish_ci,
ent,ub_entity,6,hier_level_2,varchar(2),YES,,,,latin1,latin1_swedish_ci,
ent,ub_entity,7,hier_level_3,varchar(2),YES,,,,latin1,latin1_swedish_ci,
ent,ub_entity,8,hier_level_4,varchar(2),YES,,,,latin1,latin1_swedish_ci,
ent,ub_entity,9,hier_level_5,varchar(2),YES,,,,latin1,latin1_swedish_ci,
ent,ub_entity,10,course_affil,varchar(1),YES,,,,latin1,latin1_swedish_ci,
ent,ub_entity,11,dt,datetime,YES,,,,,,
ent,ub_entity,12,ts,timestamp,NO,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
facilities,approvals,1,id,int,NO,PRI,,auto_increment,,,
facilities,approvals,2,userid,varchar(8),YES,UNI,,,latin1,latin1_swedish_ci,
facilities,approvals,3,fully_remote,tinyint(1),NO,,0,,,,
facilities,approvals,4,n_desks,tinyint,NO,,0,,,,
facilities,approvals,5,extension_date,date,YES,,,,,,
facilities,approvals,6,comment,blob,YES,,,,,,
facilities,approvals,7,editor,varchar(8),YES,,,,latin1,latin1_swedish_ci,
facilities,approvals,8,dt,datetime,YES,,,,,,
facilities,approvals,9,ts,timestamp,YES,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
facilities,buildings,1,building_abbr,varchar(6),YES,,,,latin1,latin1_swedish_ci,
facilities,buildings,2,building,varchar(6),NO,PRI,,,latin1,latin1_swedish_ci,
facilities,buildings,3,building_name,varchar(60),YES,,,,latin1,latin1_swedish_ci,
facilities,buildings,4,building_name_local,varchar(60),YES,,,,latin1,latin1_swedish_ci,
facilities,buildings,5,street_line,varchar(60),YES,,,,latin1,latin1_swedish_ci,
facilities,buildings,6,city,varchar(16),YES,,,,latin1,latin1_swedish_ci,
facilities,buildings,7,state,char(2),YES,,,,latin1,latin1_swedish_ci,
facilities,buildings,8,zipcode,varchar(10),YES,,,,latin1,latin1_swedish_ci,
facilities,buildings,9,lat,"decimal(10,6)",YES,,,,,,
facilities,buildings,10,lon,"decimal(10,6)",YES,,,,,,
facilities,buildings,11,ts,timestamp,NO,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
facilities,lockers,1,idx,mediumint,NO,PRI,,,,,
facilities,lockers,2,bldabr,varchar(6),YES,,,,latin1,latin1_swedish_ci,
facilities,lockers,3,room,varchar(6),YES,,,,latin1,latin1_swedish_ci,
facilities,lockers,4,combination,varchar(8),YES,,,,latin1,latin1_swedish_ci,
facilities,lockers,5,userid,varchar(8),YES,,,,latin1,latin1_swedish_ci,
facilities,lockers,6,editor,varchar(8),YES,,,,latin1,latin1_swedish_ci,
facilities,lockers,7,dt,datetime,YES,,,,,,
facilities,lockers,8,ts,timestamp,YES,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
facilities,moves,1,idx,mediumint,NO,PRI,,auto_increment,,,
facilities,moves,2,location,varchar(25),YES,,,,latin1,latin1_swedish_ci,
facilities,moves,3,task,varchar(100),YES,,,,latin1,latin1_swedish_ci,
facilities,moves,4,show_date,tinyint(1),YES,,0,,,,
facilities,moves,5,planned_dt,date,YES,,,,,,
facilities,moves,6,actual_dt,date,YES,,,,,,
facilities,moves,7,dt,datetime,YES,,,,,,
facilities,occupants,1,id,int,NO,PRI,,auto_increment,,,
facilities,occupants,2,bldabr,varchar(6),NO,MUL,,,latin1,latin1_swedish_ci,
facilities,occupants,3,room,varchar(32),NO,,,,latin1,latin1_swedish_ci,
facilities,occupants,4,desk_number,varchar(2),YES,,,,latin1,latin1_swedish_ci,
facilities,occupants,5,desk_type,"enum('Assignable','Equipment','Hotdesk','Reservation')",YES,,,,latin1,latin1_swedish_ci,
facilities,occupants,6,userid,varchar(8),YES,,,,latin1,latin1_swedish_ci,
facilities,occupants,7,notes,mediumblob,YES,,,,,,
facilities,occupants,8,editor,varchar(8),YES,,,,latin1,latin1_swedish_ci,
facilities,occupants,9,dt,datetime,YES,,,,,,
facilities,occupants,10,ts,timestamp,YES,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
facilities,space,1,id,int,NO,PRI,,auto_increment,,,
facilities,space,2,ub_ent_number,varchar(4),YES,,,,latin1,latin1_swedish_ci,
facilities,space,3,bldabr,varchar(6),NO,MUL,,,latin1,latin1_swedish_ci,
facilities,space,4,room,varchar(32),NO,,,,latin1,latin1_swedish_ci,
facilities,space,5,program,varchar(100),YES,,,,latin1,latin1_swedish_ci,
facilities,space,6,occupant,varchar(100),YES,,,,latin1,latin1_swedish_ci,
facilities,space,7,space_type,varchar(4),YES,,,,latin1,latin1_swedish_ci,
facilities,space,8,nsf,"float(7,2)",YES,,,,,,
facilities,space,9,phone,varchar(15),YES,,,,latin1,latin1_swedish_ci,
facilities,space,10,capacity,smallint,YES,,,,,,
facilities,space,11,confspaces,smallint,YES,,,,,,
facilities,space,12,access_level,varchar(100),YES,,,,latin1,latin1_swedish_ci,
facilities,space,13,description,mediumblob,YES,,,,,,
facilities,space,14,editor,varchar(8),YES,,,,latin1,latin1_swedish_ci,
facilities,space,15,dt,datetime,YES,,,,,,
facilities,space,16,ts,timestamp,YES,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
facilities,space_alloc,1,bldabr,varchar(6),NO,PRI,,,latin1,latin1_swedish_ci,
facilities,space_alloc,2,room,varchar(5),NO,PRI,,,latin1,latin1_swedish_ci,
facilities,space_alloc,3,pct,"float(3,2)",NO,PRI,,,,,
facilities,space_alloc,4,type,"enum('Instructional','Research','General')",NO,PRI,Instructional,,latin1,latin1_swedish_ci,
facilities,space_alloc,5,dt,datetime,NO,,,,,,
facilities,space_types,1,id,int,NO,PRI,,auto_increment,,,
facilities,space_types,2,space_type,varchar(4),YES,UNI,,,latin1,latin1_swedish_ci,
facilities,space_types,3,state_use_name,varchar(50),YES,,,,latin1,latin1_swedish_ci,
facilities,space_types,4,editor,varchar(8),YES,,,,latin1,latin1_swedish_ci,
facilities,space_types,5,dt,datetime,YES,,,,,,
facilities,space_types,6,ts,timestamp,YES,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
lok,academiclevels,1,id,int,NO,PRI,,auto_increment,,,
